npi,entity_type,provider_type,provider_tags,org_or_person_name,address,address2,city,state,zip,phone,taxonomy_primary,taxonomy_all,address_full,lat,lon,geocode_status,place_id
1346577624,2,HCBS,HCBS,GAP HEALTHCARE SERVICES INC.,945 S PRAIRIE AVE STE 201D,,Inglewood,CA,90301,3239524250.0,251E00000X,251E00000X,"945 S PRAIRIE AVE STE 201D, Inglewood, CA 90301",33.9509305,-118.3443567,OK,EjE5NDUgUyBQcmFpcmllIEF2ZSAjMjAxZCwgSW5nbGV3b29kLCBDQSA5MDMwMSwgVVNBIiAaHgoWChQKEgl1dqmOV7bCgBG4Kx0LK7ewwBIEMjAxZA
1033446299,2,HCBS,HCBS,"LEGACY HOME HEALTH, INC.",1111 W ROBINHOOD DR,SUITE D,Stockton,CA,95207,2094740111.0,251E00000X,251E00000X,"1111 W ROBINHOOD DR SUITE D, Stockton, CA 95207",37.9999324,-121.3205195,OK,ChIJef0PMEUMkIARToU2Ik7ROgc
1346577475,2,HCBS,HCBS,"ADAPTIVE HEALTHCARE SERVICES, LLC",5206 W FM 1960,SUITE 107,Houston,TX,77069,8669002592.0,251E00000X,251E00000X,"5206 W FM 1960 SUITE 107, Houston, TX 77069",29.98256529999999,-95.509288,OK,ChIJX8TsfGHNQIYRBeZo214bozw
1285961318,2,HCBS,HCBS,ROSE HEALING RETREAT,1135 N MAPLE ST,,Burbank,CA,91505,8188236717.0,251E00000X,251E00000X,"1135 N MAPLE ST, Burbank, CA 91505",34.1696354,-118.3516818,OK,ChIJo7o094OVwoARXeQs7bGEBHk
1033446034,2,HCBS,HCBS,BANNER HOME CARE COLORADO,2901 N CENTRAL AVE STE 160,,Phoenix,AZ,85012,6027474000.0,251E00000X,251E00000X,"2901 N CENTRAL AVE STE 160, Phoenix, AZ 85012",33.4807529,-112.0729283,OK,ChIJER-O510SK4cRRIcOWzHd93o
1326375304,2,HCBS,HCBS,"ESSARE, INC.",10999 RIVERSIDE DRIVE,SUITE 305,Toluca Lake,CA,91602,8185065424.0,251E00000X,251E00000X;253Z00000X,"10999 RIVERSIDE DRIVE SUITE 305, Toluca Lake, CA 91602",34.1525547,-118.3693801,OK,ChIJP_j0diK-woARVakdaqQIykY
1629305503,2,ALF,ALF,SUMMERVILLE AT RIDGEWOOD GARDENS LLC,2001 RIDGEWOOD DR,,Salem,VA,24153,5403874945.0,310400000X,310400000X,"2001 RIDGEWOOD DR, Salem, VA 24153",37.2665806,-80.03532969999999,OK,ChIJTUDo56MLTYgR21FSuHm7vuc
1508193467,2,HCBS,HCBS,JC&C,5478 WILSHIRE BLVD,SUITE 202,Los Angeles,CA,90036,3239329777.0,253Z00000X,253Z00000X,"5478 WILSHIRE BLVD SUITE 202, Los Angeles, CA 90036",34.06208120000001,-118.3480576,OK,ChIJDYVaiR-5woAR0nWRnKU2zRA
1396072211,2,HCBS,HCBS,HPR MEDICAL SERVICES,468 S. INDEPENDENCE BLVD,SUITE 102A,Virginia Beach,VA,23452,7572016200.0,253Z00000X,253Z00000X,"468 S. INDEPENDENCE BLVD SUITE 102A, Virginia Beach, VA 23452",36.8277966,-76.1329647,OK,Ejw0NjggUyBJbmRlcGVuZGVuY2UgQmx2ZCAjMTAyYSwgVmlyZ2luaWEgQmVhY2gsIFZBIDIzNDUyLCBVU0EiIBoeChYKFAoSCSkG9weClbqJEcjxDiyZ66gNEgQxMDJh
1669709309,2,HCBS,HCBS,HEALTHMATTERS HOME HEALTH SERVICES INC.,9639 SILVER MOON,,San Antonio,TX,78254,2106025623.0,251E00000X,251E00000X;251J00000X,"9639 SILVER MOON, San Antonio, TX 78254",29.5366634,-98.6747351,OK,ChIJ15C15W5oXIYRt1tIAydctUo
1386971059,2,HCBS,HCBS,"LIVING ANGELS, LLC",100 FULLER ST S,SUITE 220,Shakopee,MN,55379,9522335600.0,251E00000X,251E00000X,"100 FULLER ST S SUITE 220, Shakopee, MN 55379",44.79806,-93.5283457,OK,ChIJAQCwrXca9ocRI2izT1Ffmu0
1093042756,2,ALF,ALF,ROOMES PERSONAL CARE HOME,6106 GRANDVALE DR,,Houston,TX,77072,2815683239.0,3104A0625X,3104A0625X,"6106 GRANDVALE DR, Houston, TX 77072",29.7138903,-95.5691323,OK,ChIJIxlWIindQIYRUPlA8WhtqrU
1033446760,2,HCBS,HCBS,"ANGELS OF CARE HOME HEALTH, INCORPORATED",330 MUNICIPAL DR STE 104C,,Richardson,TX,75080,2144841362.0,251E00000X,251C00000X;251E00000X;3747P1801X,"330 MUNICIPAL DR STE 104C, Richardson, TX 75080",32.9739705,-96.722385,OK,EjEzMzAgTXVuaWNpcGFsIERyICMxMDRjLCBSaWNoYXJkc29uLCBUWCA3NTA4MCwgVVNBIiAaHgoWChQKEgmlx_rUOx9MhhEL0AOzZvZ2JBIEMTA0Yw
1871821579,2,HCBS,HCBS,"CARESTAR HOME HEALTH SERVICE, LLC",102 BLUEBONNET CIR,,Sunnyvale,TX,75182,2144038949.0,251E00000X,251E00000X,"102 BLUEBONNET CIR, Sunnyvale, TX 75182",32.7924724,-96.5775525,OK,ChIJw4O2F2CvToYRHBLWp_YC-q0
1770811473,2,ALF,ALF,"JOHANNA,S ASSISTED LIVING FACILITY INC",1958 SW DORADO LN,,Port St Lucie,FL,34953,7728735602.0,310400000X,310400000X,"1958 SW DORADO LN, Port St Lucie, FL 34953",27.284037,-80.3796636,OK,ChIJUUSICcPr3ogRkcOCaHVZFaQ
1790013407,2,HCBS,HCBS,ARGOR BUSINESS SOLUTIONS,6206 DARNELLS GROVE LN,,Bowie,MD,20720,2406055973.0,251E00000X,251E00000X,"6206 DARNELLS GROVE LN, Bowie, MD 20720",38.9751502,-76.7804392,OK,ChIJLUrvUCvqt4kRu7U95Jw-E6w
1841528379,2,HCBS,HCBS,"TENDERCARE PROFESSIONAL ASSISTED LIVING SERVICES, INC.",1150 LOUISIANA AVE,SUITE 5C,Winter Park,FL,32789,4075991900.0,251E00000X,251E00000X,"1150 LOUISIANA AVE SUITE 5C, Winter Park, FL 32789",28.608942,-81.3614149,OK,ChIJa1QCjT9w54gRC9nzkAwmIPA
1669700134,2,HCBS,HCBS,"HEAVENLY GOLDEN YEARS SERVICES, INC",5460 HOFFNER AVE,SUITE 406,Orlando,FL,32812,4075360590.0,251E00000X,251E00000X,"5460 HOFFNER AVE SUITE 406, Orlando, FL 32812",28.4794817,-81.3139387,OK,ChIJq6p6XmZj54gRh08uV64Ingk
1932437332,2,ALF,ALF,EMERITUS CORPORATION,3401 W BEARSS AVE,,Tampa,FL,33618,8139611044.0,310400000X,310400000X,"3401 W BEARSS AVE, Tampa, FL 33618",28.0856839,-82.4993327,OK,ChIJlcwq-pjAwogRNu6VjZe4Uz4
1720316177,2,HCBS,HCBS,ALL PURPOSE HOME HEALTH CARE INC.,4326 MERIDEN CT,,Grand Prairie,TX,75052,4695834564.0,251E00000X,251E00000X,"4326 MERIDEN CT, Grand Prairie, TX 75052",32.665214,-97.0537988,OK,ChIJrRcNFVeIToYRyEgsiB2pj7I
1205164662,2,HCBS,HCBS,"ALLIED PROFESSIONALS, INC.",3209 W 76TH ST,#201,Edina,MN,55435,9528325101.0,251E00000X,251B00000X;251E00000X;251J00000X;253Z00000X,"3209 W 76TH ST #201, Edina, MN 55435",44.86499449999999,-93.3205596,OK,Ei8zMjA5IFcgNzZ0aCBTdCAjMjAxLCBNaW5uZWFwb2xpcywgTU4gNTU0MzUsIFVTQSIfGh0KFgoUChIJVbOUTxYk9ocRZHjZcxhA6_USAzIwMQ
1790013019,2,HCBS,HCBS,VIKEM HOME & HEALTH SERVICES,4507 TWIN ELM DR,,Fresno,TX,77545,9724221436.0,251E00000X,251E00000X;311ZA0620X;313M00000X;3140N1450X;332B00000X;332BN1400X;3416L0300X;343900000X;347C00000X,"4507 TWIN ELM DR, Fresno, TX 77545",29.52103249999999,-95.479242,OK,ChIJH8Fza3buQIYRGa6-l2Pqlbs
1669700969,2,HCBS,HCBS,BLESSED HAND HOME HEALTH CARE,2601 AIRLINE BLVD,,Portsmouth,VA,23701,7576738878.0,253Z00000X,253Z00000X,"2601 AIRLINE BLVD, Portsmouth, VA 23701",36.8120586,-76.3602109,OK,ChIJjXRofSmiuokRw-E46slGL4M
1376871640,2,ALF,ALF,EMERITUS CORPORATION,1111 ULATIS DR,,Vacaville,CA,95687,7074477100.0,310400000X,310400000X,"1111 ULATIS DR, Vacaville, CA 95687",38.3583568,-121.9588691,OK,ChIJSTpoyjo9hYARRp2jsZqsDyM
1740518000,2,ALF,ALF,EMERITUS CORPORATION,3350 CHERRY HILLS CT,,Fairfield,CA,94534,7074253588.0,310400000X,310400000X;311500000X,"3350 CHERRY HILLS CT, Fairfield, CA 94534",38.273015,-122.0798394,OK,ChIJy05pTbQWhYARYAMGVodTNJ8
1043548258,2,HCBS,HCBS,"CAMARILLO HHCA, INC.",1601 CARMEN DR,SUITE 112,Camarillo,CA,93010,8059877272.0,251E00000X,251E00000X,"1601 CARMEN DR SUITE 112, Camarillo, CA 93010",34.232897,-119.0519148,OK,ChIJsd7GKgJK6IARoexryaOt3Xg
1053649277,2,HCBS,HCBS,"FIRSTCARE HOME HEALTH SERVICES, INCORPORATED",934 COLORADO DR,,Allen,TX,75013,9728009298.0,251E00000X,251E00000X,"934 COLORADO DR, Allen, TX 75013",33.1277171,-96.6762454,OK,ChIJF3aSTNgWTIYRVKMp9Y0ZLUY
1033447206,1,HCBS,HCBS,LATIA LUMPKIN,1001 3RD ST NW,,Jasper,FL,32052,3862926563.0,251E00000X,251E00000X;251S00000X;320900000X;343900000X;347C00000X;372500000X;372600000X;373H00000X;3747A0650X;374J00000X;374U00000X;376J00000X;376K00000X;385H00000X;385HR2060X,"1001 3RD ST NW, Jasper, FL 32052",30.5210691,-82.9549768,OK,ChIJlb1bUCvj7ogRTA-cD2do6h0
1427386572,2,HCBS,HCBS,"AMBASSADOR HEALTH SERVICES, INC.",3333 S CONGRESS AVE STE 100,,Delray Beach,FL,33445,5612744149.0,251E00000X,251E00000X,"3333 S CONGRESS AVE STE 100, Delray Beach, FL 33445",26.4252653,-80.091293,OK,ChIJgx5AyiPg2IgR88AeJWwH6_8
1972831980,2,HCBS,HCBS,"TOP CARE SERVICES, INC.",8053 KEYSTONE AVE,,Skokie,IL,60076,8479721772.0,253Z00000X,253Z00000X,"8053 KEYSTONE AVE, Skokie, IL 60076",42.0277744,-87.7290338,OK,ChIJdWdKDqXPD4gRqJsgB7lDoAo
1336477256,2,ALF,ALF,NORCRIST HOME INC.,542 NW 8TH ST,,Miami,FL,33136,3053587610.0,310400000X,310400000X;3104A0625X,"542 NW 8TH ST, Miami, FL 33136",25.781379,-80.2039167,OK,ChIJgfDR-L222YgRJ3O8tM4mEbg
1104154962,2,HCBS,HCBS,"LONESTAR ELDER CARE,LCC",16511 SPERRY GARDENS DR,,Houston,TX,77095,8325883243.0,253Z00000X,253Z00000X,"16511 SPERRY GARDENS DR, Houston, TX 77095",29.9166723,-95.6610289,OK,ChIJT2TBqMbWQIYRQnlwTDRU8p4
1093043804,2,HCBS,HCBS,METRO HEALTH CARE SERVICES LLC,1322 BURKE CIR E,,Maplewood,MN,55109,6513487247.0,251E00000X,251E00000X,"1322 BURKE CIR E, Maplewood, MN 55109",45.0053489,-93.0446975,OK,ChIJ27ylJl3UslIRepHY46YDw7k
1124357918,2,HCBS,HCBS,EXTEEM HOME HEALTH SERVICES INC,6804 SHADY VIEW CT,,Sachse,TX,75048,9724960212.0,251E00000X,251E00000X,"6804 SHADY VIEW CT, Sachse, TX 75048",32.9823738,-96.597922,OK,ChIJP4dDPL0cTIYRFtWXLsV8wcU
1518296334,2,HCBS,HCBS,ONE TO ONE HEALTH CARE SERVICES,10975 W MADISON ST,,Avondale,AZ,85323,6023847179.0,251E00000X,251E00000X,"10975 W MADISON ST, Avondale, AZ 85323",33.4433087,-112.2953613,OK,ChIJa57uC_0-K4cRpOovBQhyokc
1477882231,2,ALF,ALF,TLC ASSISTANT LIVING FACILITY INC.,3900 S.W. 122 AVE,,Miami,FL,33175,3055596529.0,310400000X,310400000X,"3900 S.W. 122 AVE, Miami, FL 33175",25.7324892,-80.3919224,OK,ChIJKz0pWWa_2YgRGbXsOhSewDg
1912236670,2,HCBS,HCBS,"TLC HOME HEALTHCARE SERVICES,INC",1635 N LEE TREVINO DR STE A,,El Paso,TX,79936,9157724852.0,251E00000X,251E00000X,"1635 N LEE TREVINO DR STE A, El Paso, TX 79936",31.7586974,-106.319477,OK,Ei0xNjM1IExlZSBUcmV2aW5vIERyIGEsIEVsIFBhc28sIFRYIDc5OTM2LCBVU0EiHRobChYKFAoSCY3JwP2WROeGERmr_eAZ6yTzEgFh
1881923571,2,ALF,ALF,"SUMMERVILLE AT COBBCO, INC.",5900 CHAPMAN AVE,,Garden Grove,CA,92845,7148983524.0,310400000X,310400000X,"5900 CHAPMAN AVE, Garden Grove, CA 92845",33.788176,-118.0300728,OK,ChIJ_7M1oSgv3YARmeWP_A6XHmI
1437488947,2,HCBS,HCBS,SMARTCARE HEALTH SERVICES INC,811 S CENTRAL EXPY STE 536,,Richardson,TX,75080,9724379200.0,251E00000X,251E00000X;3747P1801X;374U00000X,"811 S CENTRAL EXPY STE 536, Richardson, TX 75080",32.9412938,-96.7433291,OK,ChIJDRplEIIfTIYRFWNiWZ66CMg
1518296912,2,HCBS,HCBS,DIAMOND HOME HEALTH CARE INC,23030 S WATERLAKE DR,,Richmond,TX,77406,2812324407.0,251E00000X,251E00000X,"23030 S WATERLAKE DR, Richmond, TX 77406",29.6871817,-95.7771222,OK,ChIJp19e47UhQYYRmnQ8vZ-Uw5g
1982933321,2,HCBS,HCBS,PINNACLE HOME CARE OF THE VILLAGES LLC,8483 SE 165TH MULBERRY LN STE 200,,The Villages,FL,32162,8138146000.0,251E00000X,251E00000X,"8483 SE 165TH MULBERRY LN STE 200, The Villages, FL 32162",28.9815706,-82.01197599999999,OK,ChIJsS4wFW_F54gR6Do8kSpU1ZM
1578892840,2,ALF,ALF,"METSUN JACKSON NJ SENIOR LIVING, LLC",7900 WESTPARK DR,SUITE T-900,Mc Lean,VA,22102,7329285600.0,310400000X,310400000X,"7900 WESTPARK DR SUITE T-900, Mc Lean, VA 22102",38.9245993,-77.2169141,OK,ChIJN6loJcBKtokRObJ3vj0AWcA
1689903890,2,HCBS,HCBS,"PHOENIX HOME CARE, INC.",1543 LAKELAND HILLS BLVD,SUITE 16,Lakeland,FL,33805,8636862005.0,251E00000X,251E00000X,"1543 LAKELAND HILLS BLVD SUITE 16, Lakeland, FL 33805",28.0656486,-81.9529324,OK,EkVUWUxFUiBCdWlsZGluZywgMTU0MyBMYWtlbGFuZCBIaWxscyBCbHZkICMxNiwgTGFrZWxhbmQsIEZMIDMzODA1LCBVU0EiHhocChYKFAoSCXFcs9GqQN2IEffj5EhVHGZKEgIxNg
1265761357,2,HCBS,HCBS,"VUE HOME HEALTH CARE, INC.",6581 171ST LN NW,,Ramsey,MN,55303,6126165001.0,251E00000X,251E00000X,"6581 171ST LN NW, Ramsey, MN 55303",45.2821313,-93.4345508,OK,ChIJK1q-mR4Vs1IRJ8lgbNtpr60
1770812745,2,HCBS,HCBS,L M HEALTH CARE,302 E RAMPART DR,,San Antonio,TX,78216,2103389672.0,251E00000X,251E00000X,"302 E RAMPART DR, San Antonio, TX 78216",29.5138262,-98.4914298,OK,ChIJQYS6SPxfXIYRneQbP7pAKBE
1487983326,2,ALF,ALF,AUGUSTANA EMERALD CARE LLC,1855 10TH AVE W,,Shakopee,MN,55379,9522338811.0,310400000X,310400000X,"1855 10TH AVE W, Shakopee, MN 55379",44.788806,-93.5503602,OK,ChIJZcZge3oQ9ocR0Ckpr_laNMs
1669701504,2,ALF,ALF,AUGUSTANA EMERALD CARE LLC,451 E TRAVELERS TRL,,Burnsville,MN,55337,9528902652.0,310400000X,310400000X,"451 E TRAVELERS TRL, Burnsville, MN 55337",44.77813219999999,-93.2704604,OK,ChIJw6l--JA69ocRWyLa25UbdQg
1679802581,2,HCBS,HCBS,POTOMAC HOME HEALTHCARE,3931 AVION PARK CT STE C116,,Chantilly,VA,20151,7033781060.0,251E00000X,251E00000X,"3931 AVION PARK CT STE C116, Chantilly, VA 20151",38.9113285,-77.46308669999999,OK,ChIJKcONFbZGtokRraixK_u-KYY
1679803522,2,HCBS,HCBS,"VITAL CARE HOME HEALTH, INC.",2130 N ARROWHEAD AVE,103C,San Bernardino,CA,92405,9098820101.0,251E00000X,251E00000X,"2130 N ARROWHEAD AVE 103C, San Bernardino, CA 92405",34.1345075,-117.2904329,OK,ChIJrYh6L3VTw4ARY740OXZyhxA
1689904583,2,HCBS,HCBS,ONE CHOICE NURSING SERVICES,4210 LEEDS AVE,,Baltimore,MD,21229,4105361026.0,253Z00000X,253Z00000X,"4210 LEEDS AVE, Baltimore, MD 21229",39.2629331,-76.6876607,OK,ChIJbQbGK1YcyIkRhyeAz_lggvw
1316277239,2,HCBS,HCBS,COLEMAN HEALTHCARE INC,17302 HOUSE HAHL RD STE 328,,Cypress,TX,77433,2819161900.0,251E00000X,251E00000X,"17302 HOUSE HAHL RD STE 328, Cypress, TX 77433",29.9595315,-95.7117473,OK,EjAxNzMwMiBIb3VzZSBIYWhsIFJkICMzMjgsIEN5cHJlc3MsIFRYIDc3NDMzLCBVU0EiHxodChYKFAoSCU9zm3fp1UCGEX9useXL_vnnEgMzMjg
1134459910,2,HCBS,HCBS,"TND HEALTH CARE SERVICES, INC",3375-H CAPITAL CIRCLE NE,SUITE 3,Tallahassee,FL,32308,8505751111.0,251E00000X,251E00000X,"3375-H CAPITAL CIRCLE NE SUITE 3, Tallahassee, FL 32308",30.4999268,-84.24658629999999,OK,ChIJVVWJnMlY7IgRHH0zbEir0k8
1730419466,2,ALF,ALF,EMERITUS CORPORATION,845 N EL DORADO DR,,Gilbert,AZ,85233,4805390801.0,310400000X,310400000X,"845 N EL DORADO DR, Gilbert, AZ 85233",33.3660082,-111.8259691,OK,ChIJqzWUE0yoK4cRgGNALzXZaTY
1063742732,2,HCBS,HCBS,"HEALTH SENSE HOME CARE OF SAN ANTONIO, LLC",2379 NE LOOP 410,SUITE 108,San Antonio,TX,78217,2108810686.0,251E00000X,251E00000X,"2379 NE LOOP 410 SUITE 108, San Antonio, TX 78217",29.5169218,-98.4209943,OK,ChIJ2exhMsr0XIYRW_yPWIyTmPU
1780914333,2,HCBS,HCBS,"GOOD LIFE HOME HEALTH CARE, INC.",5225 OLD ORCHARD RD STE 39,,Skokie,IL,60077,7735614526.0,251E00000X,251E00000X,"5225 OLD ORCHARD RD STE 39, Skokie, IL 60077",42.0616154,-87.7581893,OK,Ei41MjI1IE9sZCBPcmNoYXJkIFJkICMzOSwgU2tva2llLCBJTCA2MDA3NywgVVNBIh4aHAoWChQKEgm7YnBj88UPiBETaZm-PiH6SxICMzk
1801126453,2,HCBS,HCBS,"JUBILEE PROFESSIONAL HEALTHCARE, INC.",201 E ARMY TRAIL RD,SUITE 100-D,Bloomingdale,IL,60108,8474217131.0,251E00000X,251E00000X,"201 E ARMY TRAIL RD SUITE 100-D, Bloomingdale, IL 60108",41.9364012,-88.07127539999999,OK,ChIJMVIvxYysD4gRVSU49aUtlSI
1417287806,2,HCBS,HCBS,MINNESOTA VISITING NURSE AGENCY,3433 BROADWAY ST NE,SUITE 300,Minneapolis,MN,55413,6126174600.0,251E00000X,251E00000X,"3433 BROADWAY ST NE SUITE 300, Minneapolis, MN 55413",45.0010493,-93.212413,OK,ChIJ0RaasFoss1IR8sOc9Dlw0_0
1457681801,2,ALF,ALF,MODEL RETREAT INC,3135 NW 67TH ST,,Miami,FL,33147,3056961627.0,310400000X,310400000X,"3135 NW 67TH ST, Miami, FL 33147",25.8349298,-80.2481829,OK,ChIJtaGBZemw2YgR-XgoeH9HnaM
1285964585,2,HCBS,HCBS,TEXAS HOUSE CALLS HOME HEALTH CARE INC,1716 E 51ST ST,,Odessa,TX,79762,4328897025.0,251E00000X,251E00000X,"1716 E 51ST ST, Odessa, TX 79762",31.8969476,-102.364219,OK,ChIJqaprrdzI-4YRSpNs1Uy2_A4
1477883601,2,HCBS,HCBS,JOELLEN INCORPORATED,13999 GOLDMARK DR STE 340,,Dallas,TX,75240,9722343110.0,251E00000X,251E00000X,"13999 GOLDMARK DR STE 340, Dallas, TX 75240",32.9386389,-96.7525164,OK,Ei0xMzk5OSBHb2xkbWFyayBEciAjMzQwLCBEYWxsYXMsIFRYIDc1MjQwLCBVU0EiHxodChYKFAoSCe1nCakrIEyGEX_fMEMvihb3EgMzNDA
1518297696,2,HCBS,HCBS,OUR ANCHOR HEALTHCARE SERVICES INC.,2304 OAK LN,SUITE 217,Grand Prairie,TX,75051,9722629350.0,251E00000X,251E00000X,"2304 OAK LN SUITE 217, Grand Prairie, TX 75051",32.7112693,-97.0032966,OK,ChIJ6zeyW_yFToYRyX15IL-sq0g
1629308689,2,HCBS,HCBS,"CARE SPECIALISTS, INC",2237 S WENTWORTH AVE,STE 304-306,Chicago,IL,60616,3122252501.0,251E00000X,251E00000X,"2237 S WENTWORTH AVE STE 304-306, Chicago, IL 60616",41.8518564,-87.63167849999999,OK,EjQyMjM3IFMgV2VudHdvcnRoIEF2ZSAzMDQgMzA2LCBDaGljYWdvLCBJTCA2MDYxNiwgVVNBIiMaIQoWChQKEglnvM2XYywOiBHsTgqC67q-LBIHMzA0IDMwNg
1174854137,2,HCBS,HCBS,MAXIMUM HEALTHCARE SERVICES LLC,2617 CREEK CROSSING RD,,Mesquite,TX,75181,2147386116.0,251E00000X,251E00000X,"2617 CREEK CROSSING RD, Mesquite, TX 75181",32.7487762,-96.5564539,OK,ChIJ7zykGcCvToYRgXrXro1eB2k
1548590540,2,HCBS,HCBS,TRUE HEALING HANDS INC,740 HONEYSUCKLE WAY,,Desoto,TX,75115,9722300483.0,251E00000X,251E00000X,"740 HONEYSUCKLE WAY, Desoto, TX 75115",32.5764502,-96.8857919,OK,ChIJGxvPS1aSToYR412HdaZVKaw
1669703591,2,HCBS,HCBS,"FAMILY CARE NURSING, PLLC",2544 TARPLEY RD STE 110,,Carrollton,TX,75006,9722452273.0,251E00000X,251E00000X;251F00000X,"2544 TARPLEY RD STE 110, Carrollton, TX 75006",32.9841853,-96.8509881,OK,ChIJqxK2KxwkTIYReSOCldpJEuY
1831420660,2,HCBS,HCBS,SECOND CHANCES COMPREHENSIVE SERVICES,320 E BROADWAY FL 1,,Hopewell,VA,23860,8047331180.0,253Z00000X,251C00000X;253Z00000X,"320 E BROADWAY FL 1, Hopewell, VA 23860",37.3053969,-77.2833907,OK,EiwzMjAgRSBCcm9hZHdheSBmbCAxLCBIb3Bld2VsbCwgVkEgMjM4NjAsIFVTQSIgGh4KFgoUChIJdRKInbMAsYkReGobMZl8w0sSBGZsIDE
1215268016,2,HCBS,HCBS,MIRACLE CARE HOME HEALTH AGENCY CORP.,5400 S BISCAYNE DR,SUITE D,North Port,FL,34287,3057442397.0,251E00000X,251E00000X,"5400 S BISCAYNE DR SUITE D, North Port, FL 34287",27.0496758,-82.2470856,OK,ChIJVVWFyZxUw4gRpyhQvB2zXfI
1275864860,2,ALF,ALF,"LUNA 11, INC",3783 SW 97TH AVE,,Miami,FL,33165,3055544385.0,310400000X,310400000X,"3783 SW 97TH AVE, Miami, FL 33165",25.7347167,-80.35148749999999,OK,ChIJbREyG7u42YgRSrdhTFgmU3M
1811228489,2,HCBS,HCBS,"PRIME TIME ELDER CARE, LLC",220 S BROADWAY,SUITE 354,Rochester,MN,55904,5072885499.0,251E00000X,251E00000X,"220 S BROADWAY SUITE 354, Rochester, MN 55904",44.0209056,-92.4625008,OK,EjEyMjAgQnJvYWR3YXkgQXZlIFMgIzM1NCwgUm9jaGVzdGVyLCBNTiA1NTkwNCwgVVNBIh8aHQoWChQKEgldKgbeYl_3hxHPnlpKhJXxPhIDMzU0
1508197054,2,HCBS,HCBS,"COVENANT CARE, LLC",7015 BROOKLYN BLVD,SUITE 106,Brooklyn Center,MN,55429,7635288303.0,251E00000X,251E00000X;251J00000X;251S00000X;253Z00000X,"7015 BROOKLYN BLVD SUITE 106, Brooklyn Center, MN 55429",45.0822388,-93.3399312,OK,ChIJ_3Izobgws1IRYzvg8mnaIBM
1518298082,2,ALF,ALF,VILLA LA ESPERANZA HOME CARE,6802 ROSEWOOD CT,,Tampa,FL,33615,8138856916.0,310400000X,310400000X,"6802 ROSEWOOD CT, Tampa, FL 33615",28.0099255,-82.5647632,OK,ChIJJzAoJgHqwogRcFN7XOz8vjE
1811228257,2,HCBS,HCBS,CARETEAM TULSA,4531 MAPLEWOOD AVE,,Wichita Falls,TX,76308,9403223777.0,251E00000X,251E00000X,"4531 MAPLEWOOD AVE, Wichita Falls, TX 76308",33.8602041,-98.5310761,OK,ChIJW-5PqtUhU4YR8Ta9771cZ94
1982935219,2,HCBS,HCBS,"BEST HEALTH SERVICES, INC.",5317 LAKE WORTH RD,,Greenacres,FL,33463,5619681055.0,251E00000X,251E00000X,"5317 LAKE WORTH RD, Greenacres, FL 33463",26.6195181,-80.12693809999999,OK,ChIJAQCQOccn2YgRNlLx_ZTPKT8
1104157437,2,HCBS,HCBS,UNITED WE TRUST HOME CARE,327 MISSOURI AVE,SUITE 300,East Saint Louis,IL,62201,6188748030.0,253Z00000X,251B00000X;251E00000X;253Z00000X,"327 MISSOURI AVE SUITE 300, East Saint Louis, IL 62201",38.6272036,-90.159746,OK,ChIJHZPMSJey2IcRMP1Aq4gsMQw
1366773582,2,HCBS,HCBS,ALTRUIST INVESTMENTS INC,22048 SHERMAN WAY,SUITE 103,Canoga Park,CA,91303,8187045910.0,251E00000X,251E00000X,"22048 SHERMAN WAY SUITE 103, Canoga Park, CA 91303",34.2007256,-118.607771,OK,ChIJETs3Qz-cwoARsqHmMSZqULg
1699006742,2,HCBS,HCBS,HARRINGTONS HOME HEALTH SERVICES INC.,17065 DIXIE HWY STE 49,,Hazel Crest,IL,60429,7735319571.0,251E00000X,251E00000X,"17065 DIXIE HWY STE 49, Hazel Crest, IL 60429",41.5794115,-87.6651639,OK,Ei8xNzA2NSBEaXhpZSBId3kgIzQ5LCBIYXplbCBDcmVzdCwgSUwgNjA0MjksIFVTQSIeGhwKFgoUChIJP1ENWoIiDogReCszj7g6X3ESAjQ5
1598096604,2,HCBS,HCBS,"AFFIANCE HEALTH CARE SERVICES,LLC",6015 CHESTER CIRCLE STE 104,,Jacksonville,FL,32217,9046838666.0,251E00000X,251E00000X,"6015 CHESTER CIRCLE STE 104, Jacksonville, FL 32217",30.2621147,-81.62226249999999,OK,ChIJkfpHUR625YgRBZ-RHtUBOg0
1477885408,2,HCBS,HCBS,ARBOR TRINITY HOME HEALTH LLC,700 HIGHLANDER BLVD STE 410,,Arlington,TX,76015,2148722733.0,251E00000X,251E00000X,"700 HIGHLANDER BLVD STE 410, Arlington, TX 76015",32.6813386,-97.1157333,OK,ChIJpb2AQMdiToYR7m0Htg8Zka4
1225360225,2,HCBS,HCBS,ABBY MEDICAL SUPPLY,4931 AUTUMN HL,,Grand Prairie,TX,75052,9722665216.0,251E00000X,251E00000X,"4931 AUTUMN HL, Grand Prairie, TX 75052",32.650185,-97.0105011,OK,ChIJA_FQTyyJToYRiifEbAzOvIY
1972835916,2,ALF,ALF,"CARING HANDS ASSISTED LIVING II, INC.",13025 NW 2ND AVE,,North Miami,FL,33168,3056680502.0,310400000X,310400000X,"13025 NW 2ND AVE, North Miami, FL 33168",25.8944263,-80.2027327,OK,ChIJVUZauOOx2YgRwuPIvYhCr7w
